globaleventid,sqldate,ingest_time,eventcode,eventbasecode,eventrootcode,quadclass,numentions,numsources,numarticles,avgtone,actiongeo_fullname,actiongeo_countrycode,actiongeo_adm1code,actiongeo_adm2code,actiongeo_lat,actiongeo_lon,actiongeo_featureid,dateadded,sourceurl,url_normalized,title,meta_description,http_status,fetch_error
1149202672,20240101,20240101110000,010,010,01,1,4,1,4,4.47470817120622,"Pine Bluff, Texas, United States",US,USTX,,30.1583,-93.7071,1344035,20240101110000,https://www.pbcommercial.com/news/2024/jan/01/uapb-alumna-reflects-on-opportunities/,https://www.pbcommercial.com/news/2024/jan/01/uapb-alumna-reflects-on-opportunities/,UAPB alumna reflects on opportunities | Pine Bluff Commercial News,"Allison Jackson, a December 2023 graduate of agricultural business at the University of Arkansas at Pine Bluff, says graduating and taking her first steps into ""the real world"" has been an exciting and emotional experience. She is thrilled about the future and grateful for the opportunities taken and memories made at her alma mater.",200,
1149202677,20240101,20240101110000,043,043,04,1,2,1,2,4.98154981549816,"Vietnam, Republic Of",VM,VM,,16.166667,107.833333,VM,20240101110000,https://english.vov.vn/en/politics/cuban-ambassador-appreciative-of-vietnamese-economic-achievements-post1069099.vov,https://english.vov.vn/en/politics/cuban-ambassador-appreciative-of-vietnamese-economic-achievements-post1069099.vov,Cuban Ambassador appreciative of Vietnam’s economic achievements,Cuban Ambassador to Vietnam Orlando Nicolás Hernández Guillén made the statement in a recent media interview on the occasion of the 63rd anniversary of the establishment of Vietnam-Cuba diplomatic relations (December 2) and the New Year 2024.,200,
1149202678,20240101,20240101110000,112,112,11,3,8,1,8,-5.15873015873016,"Harare, Mashonaland East, Zimbabwe",ZI,ZI04,40197,-17.8178,31.0447,-2312291,20240101110000,https://mbaretimes.com/2024/01/man-kills-14-year/,https://mbaretimes.com/2024/01/man-kills-14-year/,Man kills 14-year-old daughter over love relationship with neighbor - Mbare Times,"A Nyanga father beat up his 14-year-old daughter who later died of injuries sustained after he accused her of falling into a love relationship with a neighbor. Police said on Saturday that Amos Rutendo Nyamangodo of Nyanga has been arrested “in connection with a case of murder in which his daughter, Rufaro Nyamangodo, 14, died …",200,
1149202684,20240101,20240101110000,050,050,05,1,2,1,2,-4.16666666666667,South Africa,SF,SF,,-30,26,SF,20240101110000,https://insiderzim.com/zimbabwe-sets-up-committee-to-find-solutions-to-power-problems/,https://insiderzim.com/zimbabwe-sets-up-committee-to-find-solutions-to-power-problems/,Zimbabwe sets up committee to find solutions to power problems | The Insider,Zimbabwe today set up an inter-ministerial committee to work with the Ministry of Energy and Power Development to find solutions to the present power and energy problems. The country has been experiencing fuel shortages despite hiking prices by nearly 500 percent. It has also been forced to introduce load-shedding of up to 18 hours a,200,
1149202686,20240101,20240101110000,010,010,01,1,4,1,4,-1.41342756183746,"Etisalat, Dubayy, United Arab Emirates",AE,AE03,28575,25.2632,55.3146,11382880,20240101110000,https://www.thenationalnews.com/uae/2024/01/01/deadline-passes-for-uae-homeowners-to-install-hassantuk-fire-safety-system/,https://www.thenationalnews.com/uae/2024/01/01/deadline-passes-for-uae-homeowners-to-install-hassantuk-fire-safety-system/,Deadline passes for UAE homeowners to install Hassantuk fire safety system  | The National,"All villas and townhouses must be equipped with the government mandated alarms from January 1, according to a 2020 cabinet decision",200,
1149202688,20240101,20240101110000,194,194,19,4,7,1,7,-6.26666666666667,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20240101110000,https://mideast-times.com/home_news.php?newsid=15910,https://mideast-times.com/home_news.php?newsid=15910,The Middle East Times - International,,200,
1149202706,20240101,20240101110000,080,080,08,2,2,1,2,3.12965722801788,"Companhia Paranaense De Energia, ParanáR, Brazil",BR,BR18,9384,-25.8668,-49.5012,11062100,20240101110000,https://www.dailypolitical.com/2024/01/01/sse-otcssezf-and-companhia-paranaense-de-energia-copel-nyseelp-head-to-head-survey.html,https://www.dailypolitical.com/2024/01/01/sse-otcssezf-and-companhia-paranaense-de-energia-copel-nyseelp-head-to-head-survey.html,,,404,bad_status_or_empty:404
1149202707,20240101,20240101110000,010,010,01,1,6,1,6,4.92610837438424,"Chennai, Tamil Nadu, India",IN,IN25,70251,13.0833,80.2833,-2103041,20240101110000,https://www.moneycontrol.com/news/technology/tamil-nadu-launches-campaign-to-celebrate-homegrown-business-titans-11983521.html,https://www.moneycontrol.com/news/technology/tamil-nadu-launches-campaign-to-celebrate-homegrown-business-titans-11983521.html,,,403,bad_status_or_empty:403
1149202718,20240101,20240101110000,036,036,03,1,5,1,5,2.03488372093024,,,,,,,,20240101110000,https://www.thestatesman.com/business/growth-of-10-9-in-nov-reflects-testament-to-continuous-initiatives-coal-ministry-1503255167.html,https://www.thestatesman.com/business/growth-of-10-9-in-nov-reflects-testament-to-continuous-initiatives-coal-ministry-1503255167.html,,,403,bad_status_or_empty:403
1149202722,20240101,20240101110000,020,020,02,1,5,1,5,1.91570881226053,Canada,CA,CA,,60,-96,CA,20240101110000,https://finance.yahoo.com/news/laurentian-bank-canadas-dividend-analysis-100559454.html,https://finance.yahoo.com/news/laurentian-bank-canadas-dividend-analysis-100559454.html,Your privacy choices,,200,
1149202727,20240101,20240101110000,111,111,11,3,5,1,5,6.25,"Shenzhou, Hebei, China",CH,CH10,13085,38.0089,115.548,-1925252,20240101110000,https://www.iol.co.za/news/world/watch-chinese-president-xi-jinping-delivers-2024-new-years-address-5185b833-1a33-416f-989e-1341ba991f64,https://www.iol.co.za/news/world/watch-chinese-president-xi-jinping-delivers-2024-new-years-address-5185b833-1a33-416f-989e-1341ba991f64,,,403,bad_status_or_empty:403
1149202741,20240101,20240101110000,172,172,17,4,2,1,2,-6.79245283018868,"Rawalpindi, Punjab, Pakistan",PK,PK04,23674,33.6,73.0667,-2772585,20240101110000,https://pakobserver.net/163-traffic-wardens-to-regulate-traffic-in-murree/,https://pakobserver.net/163-traffic-wardens-to-regulate-traffic-in-murree/,163 traffic wardens to regulate traffic in Murree - Pakistan Observer,"163 traffic wardens and officers of traffic police have been deployed at all important points of Murree to regulate traffic and facilitate the tourists,",200,
1149202745,20240101,20240101110000,020,020,02,1,4,1,4,-9.7826086956522,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20240101110000,https://www.bbc.co.uk/news/uk-england-london-67856252,https://www.bbc.co.uk/news/uk-england-london-67856252,Primrose Hill stabbing: Harry Pitman named as stabbing victim - BBC News,"Harry Pitman, 16, was attacked on London's Primrose Hill where crowds had gathered to watch fireworks.",200,
1149202777,20240101,20240101110000,172,172,17,4,2,1,2,5.29482551143201,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,20240101110000,https://www.chronogram.com/hv-towns/western-massachusetts-road-trip-19660740,https://www.chronogram.com/hv-towns/western-massachusetts-road-trip-19660740,Western Massachusetts Road Trip,"From restaurants to cute B&Bs and state-of-the-art spas, Western Massachusetts offers plenty to ennjoy for your next Berkshires road trip.",200,
1149202780,20240101,20240101110000,040,040,04,1,2,1,2,-7.3170731707317,Iran,IR,IR,,32,53,IR,20240101110000,https://www.aa.com.tr/en/europe/top-uk-iranian-diplomats-discuss-houthi-attacks-in-red-sea/3097351,https://www.aa.com.tr/en/europe/top-uk-iranian-diplomats-discuss-houthi-attacks-in-red-sea/3097351,"Top UK, Iranian diplomats discuss Houthi attacks in Red Sea","'I made clear that Iran shares responsibility for preventing these attacks, given their long-standing support to the Houthis,' says David Cameron - Anadolu Ajansı",200,
1149202786,20240101,20240101110000,010,010,01,1,10,1,10,7.20720720720721,"Oregon, United States",US,USOR,,44.5672,-122.127,OR,20240101110000,https://www.dailypolitical.com/2024/01/01/empiric-student-property-otcmktsepcff-great-ajax-nyseajx-head-to-head-contrast.html,https://www.dailypolitical.com/2024/01/01/empiric-student-property-otcmktsepcff-great-ajax-nyseajx-head-to-head-contrast.html,,,404,bad_status_or_empty:404
1149202790,20240101,20240101110000,020,020,02,1,5,1,5,-0.38910505836576,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20240101110000,https://www.windermeresun.com/2023/12/31/what-to-expect-in-2024/,https://www.windermeresun.com/2023/12/31/what-to-expect-in-2024/,What To Expect In 2024 - Windermere Sun-For Healthier/Happier/More Sustainable Living,"Dear Friends & Neighbors, (Please click on red links & note magenta) For updated global info & data on COVID-19, please click HERE. For updated global data & graphs on COVID-19, ple…",200,
1149202797,20240101,20240101110000,036,036,03,1,2,1,2,4.99468650371945,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20240101110000,https://www.bignewsnetwork.com/news/274081808/yearender-2023-ushers-in-historic-advancements-in-china-ethiopia-ties,https://www.bignewsnetwork.com/news/274081808/yearender-2023-ushers-in-historic-advancements-in-china-ethiopia-ties,,,403,bad_status_or_empty:403
1149202818,20240101,20240101110000,057,057,05,1,4,1,4,-1.50943396226415,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20240101110000,https://www.aa.com.tr/en/europe/nearly-600-pieces-of-eu-derived-legislation-revoked-in-uk/3097360,https://www.aa.com.tr/en/europe/nearly-600-pieces-of-eu-derived-legislation-revoked-in-uk/3097360,Nearly 600 pieces of EU-derived legislation revoked in UK,British government introduced Brexit Freedoms Bill last year to end special status of all retained EU law - Anadolu Ajansı,200,
1149202824,20240101,20240101110000,013,013,01,1,2,1,2,-6.43153526970954,United Kingdom,UK,UK,,54,-4,UK,20240101110000,https://www.newsweek.com/russia-ukraine-losses-staggering-year-1856852,https://www.newsweek.com/russia-ukraine-losses-staggering-year-1856852,,,406,bad_status_or_empty:406
1149202839,20240101,20240101110000,020,020,02,1,5,1,5,1.56862745098039,"Rivers State, Rivers, Nigeria",NI,NI50,23058,4.75,6.83333,-2025387,20240101110000,https://www.informationng.com/2024/01/rivers-crisis-nobody-can-stop-me-from-completing-my-term-gov-fubara.html,https://www.informationng.com/2024/01/rivers-crisis-nobody-can-stop-me-from-completing-my-term-gov-fubara.html,"Rivers Crisis: ""Nobody Can Stop Me From Completing My Term"" - Gov Fubara","Rivers state Governor, Siminilayi Fubara has assured that no amount of political crisis can truncate the tenure of his administration.",200,
1149202840,20240101,20240101110000,0234,023,02,1,10,1,10,0.61919504643963,India,IN,IN,,20,77,IN,20240101110000,https://www.thestatesman.com/india/mayawati-calls-for-a-people-friendly-govt-after-ls-polls-1503255178.html,https://www.thestatesman.com/india/mayawati-calls-for-a-people-friendly-govt-after-ls-polls-1503255178.html,,,403,bad_status_or_empty:403
1149202841,20240101,20240101110000,027,027,02,1,6,1,6,4.20875420875421,"Niger Delta, Nigeria (general), Nigeria",NI,NI00,23074,4.83333,6,-2020890,20240101110000,https://pmnewsnigeria.com/2024/01/01/fubara-as-long-as-i-hold-red-biro-as-governor-were-winners/,https://pmnewsnigeria.com/2024/01/01/fubara-as-long-as-i-hold-red-biro-as-governor-were-winners/,,,403,bad_status_or_empty:403
1149202846,20240101,20240101110000,060,060,06,2,8,1,8,3.70370370370371,"Lagos, Lagos, Nigeria",NI,NI05,191416,6.45306,3.39583,-2017355,20240101110000,https://pmnewsnigeria.com/2024/01/01/nigerians-must-join-us-to-build-this-nation-this-year-tinubu/,https://pmnewsnigeria.com/2024/01/01/nigerians-must-join-us-to-build-this-nation-this-year-tinubu/,,,403,bad_status_or_empty:403
1149202848,20240101,20240101110000,060,060,06,2,6,1,6,3.2064128256513,Ireland,EI,EI,,53,-8,EI,20240101110000,https://www.leinsterleader.ie/news/home/1384119/kildare-new-social-welfare-increases-come-into-effect-today.html,https://www.leinsterleader.ie/news/home/1384119/kildare-new-social-welfare-increases-come-into-effect-today.html,KILDARE: New social welfare increases come into effect today  - Kildare Live,"The Minister for Social Protection, Heather Humphreys announced that some €980 million in social welfare increases are to come into effect from today. The ...",200,
1149202855,20240101,20240101110000,173,173,17,4,10,1,10,-7.49440715883666,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20240101110000,https://www.nytimes.com/2024/01/01/us/trump-immunity-impeachment.html,https://www.nytimes.com/2024/01/01/us/trump-immunity-impeachment.html,,,403,bad_status_or_empty:403
1149202864,20240101,20240101110000,057,057,05,1,10,1,10,6.07375271149674,"Ahmedabad, Gujarat, India",IN,IN09,17644,23.0333,72.6167,-2088270,20240101110000,https://www.theweek.in/wire-updates/business/2024/01/01/bom9-gj-vibrant-employment.html,https://www.theweek.in/wire-updates/business/2024/01/01/bom9-gj-vibrant-employment.html,Vibrant Gujarat Summit Investment push to help create employment opportunities says officials- The Week,(This story has not been edited by THE WEEK and is auto-generated from a PTI,200,
1149202869,20240101,20240101110000,013,013,01,1,10,1,10,8.61678004535147,,,,,,,,20240101110000,https://pmnewsnigeria.com/2024/01/01/namadi-promises-bumper-democratic-dividends-for-jigawa-people-in-new-year/,https://pmnewsnigeria.com/2024/01/01/namadi-promises-bumper-democratic-dividends-for-jigawa-people-in-new-year/,,,403,bad_status_or_empty:403
1149202871,20240101,20240101110000,020,020,02,1,2,1,2,-4.55373406193079,"Gangneung, Kangwon-do, South Korea",KS,KS06,24978,37.7556,128.896,-709250,20240101110000,https://news.yahoo.com/japan-says-5-metre-tsunami-095937258.html,https://news.yahoo.com/japan-says-5-metre-tsunami-095937258.html,Your privacy choices,,200,
1149202872,20240101,20240101110000,051,051,05,1,2,1,2,8.13008130081301,Ukraine,UP,UP,,49,32,UP,20240101110000,https://agenda.ge/en/news/2024/1,https://agenda.ge/en/news/2024/1,,,0,exception:SSLError
1149202886,20240101,20240101110000,030,030,03,1,20,2,20,-0.62626570425531,"Islamabad, Islamabad, Pakistan",PK,PK08,23674,33.7,73.1667,-2762812,20240101110000,https://www.thenews.com.pk/latest/1143797-faizabad-sit-in-commission-summons-shehbaz-on-jan-3,https://www.thenews.com.pk/latest/1143797-faizabad-sit-in-commission-summons-shehbaz-on-jan-3,Faizabad sit-in commission summons Shehbaz Sharif on Jan 3,ISLAMABAD: Faizabad inquiry commission has summoned former prime minister and Pakistan Muslim League-Nawaz  President Shehbaz Sharif on January 3  in connection with an investigation into the 2017...,200,
1149202919,20240101,20240101110000,010,010,01,1,8,1,8,0.69444444444444,Sweden,SW,SW,,62,15,SW,20240101110000,https://news.yahoo.com/nato-secretary-general-stoltenberg-expects-101329111.html,https://news.yahoo.com/nato-secretary-general-stoltenberg-expects-101329111.html,Your privacy choices,,200,
1149202930,20240101,20240101110000,051,051,05,1,6,1,6,1.88679245283019,"Somnath, Gujarat, India",IN,IN09,17647,22.0667,71.3833,-2111789,20240101110000,https://www.latestly.com/technology/science/pslv-c58xposat-mission-congress-president-mallikarjun-kharge-hails-isros-successful-launch-of-its-maiden-x-ray-polarimeter-satellite-5663834.html,https://www.latestly.com/technology/science/pslv-c58xposat-mission-congress-president-mallikarjun-kharge-hails-isros-successful-launch-of-its-maiden-x-ray-polarimeter-satellite-5663834.html,PSLV-C58/XPoSat Mission: Congress President Mallikarjun Kharge Hails ISRO’s Successful Launch of Its Maiden X-Ray Polarimeter Satellite | 🔬 LatestLY,Congress president Mallikarjun Kharge on Monday hailed ISRO&#039;s successful launch of its maiden X-Ray Polarimeter Satellite and hoped that such triumphant missions inculcate the requisite scientific temper among the people. 🔬 PSLV-C58/XPoSat Mission: Congress President Mallikarjun Kharge Hails ISRO’s Successful Launch of Its Maiden X-Ray Polarimeter Satellite.,200,
